2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups,
	(SELECT 
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.date) dates
	) user_group_date
		
	
	
2020-03-26 10:43:23.723 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 2)
2020-03-26 10:43:23.723 GMT [2768] ОПЕРАТОР:  	FROM(SELECT 
			all_groups.user_id,
			all_groups.login,
			all_groups.interpretation_group_id,
			all_groups.interpretation_group,
			dates.date
		FROM (SELECT 
			u.id user_id,
			u.login,
			ig.id interpretation_group_id,
			ig.value interpretation_group
		   FROM 
		   users u,interpretation_groups ig 
		WHERE 
			  u.id = 2) all_groups,
		(SELECT 
			igv.date
		 FROM 
			interpetation_groups_view igv
		 GROUP BY igv.interpretation_group_id, 
			igv.date) dates
		) user_group_date
2020-03-26 10:43:37.701 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 494)
2020-03-26 10:43:37.701 GMT [2768] ОПЕРАТОР:  SELECT *
		FROM(SELECT 
			all_groups.user_id,
			all_groups.login,
			all_groups.interpretation_group_id,
			all_groups.interpretation_group,
			dates.date
		FROM (SELECT 
			u.id user_id,
			u.login,
			ig.id interpretation_group_id,
			ig.value interpretation_group
		   FROM 
		   users u,interpretation_groups ig 
		WHERE 
			  u.id = 2) all_groups,
		(SELECT 
			igv.date
		 FROM 
			interpetation_groups_view igv
		 GROUP BY igv.interpretation_group_id, 
			igv.date) dates
		) user_group_date LEFT JOIN
	
		
	
	
2020-03-26 10:43:38.362 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 494)
2020-03-26 10:43:38.362 GMT [2768] ОПЕРАТОР:  SELECT *
		FROM(SELECT 
			all_groups.user_id,
			all_groups.login,
			all_groups.interpretation_group_id,
			all_groups.interpretation_group,
			dates.date
		FROM (SELECT 
			u.id user_id,
			u.login,
			ig.id interpretation_group_id,
			ig.value interpretation_group
		   FROM 
		   users u,interpretation_groups ig 
		WHERE 
			  u.id = 2) all_groups,
		(SELECT 
			igv.date
		 FROM 
			interpetation_groups_view igv
		 GROUP BY igv.interpretation_group_id, 
			igv.date) dates
		) user_group_date LEFT JOIN
	
		
	
	
2020-03-26 10:43:38.819 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 494)
2020-03-26 10:43:38.819 GMT [2768] ОПЕРАТОР:  SELECT *
		FROM(SELECT 
			all_groups.user_id,
			all_groups.login,
			all_groups.interpretation_group_id,
			all_groups.interpretation_group,
			dates.date
		FROM (SELECT 
			u.id user_id,
			u.login,
			ig.id interpretation_group_id,
			ig.value interpretation_group
		   FROM 
		   users u,interpretation_groups ig 
		WHERE 
			  u.id = 2) all_groups,
		(SELECT 
			igv.date
		 FROM 
			interpetation_groups_view igv
		 GROUP BY igv.interpretation_group_id, 
			igv.date) dates
		) user_group_date LEFT JOIN
	
		
	
	
2020-03-26 10:44:01.181 GMT [2768] ОШИБКА:  таблица "all_groups" отсутствует в предложении FROM (символ 906)
2020-03-26 10:44:01.181 GMT [2768] ОПЕРАТОР:  SELECT *
		FROM(SELECT 
			all_groups.user_id,
			all_groups.login,
			all_groups.interpretation_group_id,
			all_groups.interpretation_group,
			dates.date
		FROM (SELECT 
			u.id user_id,
			u.login,
			ig.id interpretation_group_id,
			ig.value interpretation_group
		   FROM 
		   users u,interpretation_groups ig 
		WHERE 
			  u.id = 2) all_groups,
		(SELECT 
			igv.date
		 FROM 
			interpetation_groups_view igv
		 GROUP BY igv.interpretation_group_id, 
			igv.date) dates
		) user_group_date LEFT JOIN (SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
		
	
	
2020-03-26 10:44:01.930 GMT [2768] ОШИБКА:  таблица "all_groups" отсутствует в предложении FROM (символ 906)
2020-03-26 10:44:01.930 GMT [2768] ОПЕРАТОР:  SELECT *
		FROM(SELECT 
			all_groups.user_id,
			all_groups.login,
			all_groups.interpretation_group_id,
			all_groups.interpretation_group,
			dates.date
		FROM (SELECT 
			u.id user_id,
			u.login,
			ig.id interpretation_group_id,
			ig.value interpretation_group
		   FROM 
		   users u,interpretation_groups ig 
		WHERE 
			  u.id = 2) all_groups,
		(SELECT 
			igv.date
		 FROM 
			interpetation_groups_view igv
		 GROUP BY igv.interpretation_group_id, 
			igv.date) dates
		) user_group_date LEFT JOIN (SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
		
	
	
2020-03-26 10:45:30.540 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 4)
2020-03-26 10:45:30.540 GMT [2768] ОПЕРАТОР:  	
		LEFT JOIN (SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = user_group_date .interpretation_group_id
2020-03-26 10:50:53.162 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 154)
2020-03-26 10:50:53.162 GMT [6572] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_groups.interpretation_group_id,
		all_groups.interpretation_group,
		answers.date,
		answers.test_id ,
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
	
	
2020-03-26 10:50:54.024 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 154)
2020-03-26 10:50:54.024 GMT [6572] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_groups.interpretation_group_id,
		all_groups.interpretation_group,
		answers.date,
		answers.test_id ,
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
	
	
2020-03-26 10:50:54.356 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 154)
2020-03-26 10:50:54.356 GMT [6572] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_groups.interpretation_group_id,
		all_groups.interpretation_group,
		answers.date,
		answers.test_id ,
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
	
	
2020-03-26 10:51:29.189 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 41)
2020-03-26 10:51:29.189 GMT [6572] ОПЕРАТОР:  SELECT *
	FROM answers a JOIN questions q
2020-03-26 10:51:42.306 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 45)
2020-03-26 10:51:42.306 GMT [6572] ОПЕРАТОР:  SELECT 
		*
	FROM 
		answers a JOIN questions q
2020-03-26 10:51:49.003 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 45)
2020-03-26 10:51:49.003 GMT [6572] ОПЕРАТОР:  SELECT 
		*
	FROM 
		answers a JOIN questions q
2020-03-26 10:51:49.606 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 45)
2020-03-26 10:51:49.606 GMT [6572] ОПЕРАТОР:  SELECT 
		*
	FROM 
		answers a JOIN questions q
2020-03-26 10:54:55.242 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 24)
2020-03-26 10:54:55.242 GMT [6572] ОПЕРАТОР:  SELECT 
		t.id test_id,
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id
		
2020-03-26 10:59:25.058 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 75)
2020-03-26 10:59:25.058 GMT [6572] ОПЕРАТОР:  SELECT 
		u.id,
		u.login,
		groups.test_id,
		groups.interpetation_group_id,
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) groups, users u
		
2020-03-26 10:59:26.074 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 75)
2020-03-26 10:59:26.074 GMT [6572] ОПЕРАТОР:  SELECT 
		u.id,
		u.login,
		groups.test_id,
		groups.interpetation_group_id,
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) groups, users u
		
2020-03-26 11:01:32.926 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "left") (символ 449)
2020-03-26 11:01:32.926 GMT [6572] ОПЕРАТОР:  (SELECT 
		u.id,
		u.login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 11:01:57.031 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "(") (символ 10)
2020-03-26 11:01:57.031 GMT [6572] ОПЕРАТОР:  SELECT * (SELECT 
		u.id,
		u.login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups
2020-03-26 11:01:57.794 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "(") (символ 10)
2020-03-26 11:01:57.794 GMT [6572] ОПЕРАТОР:  SELECT * (SELECT 
		u.id,
		u.login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups
2020-03-26 11:02:55.698 GMT [6572] ОШИБКА:  подзапрос во FROM должен иметь псевдоним (символ 16)
2020-03-26 11:02:55.698 GMT [6572] ПОДСКАЗКА:  Например, FROM (SELECT ...) [AS] foo.
2020-03-26 11:02:55.698 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id,
		u.login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) 
2020-03-26 11:03:00.808 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "all_groups") (символ 1)
2020-03-26 11:03:00.808 GMT [6572] ОПЕРАТОР:  all_groups
2020-03-26 11:03:01.196 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "all_groups") (символ 1)
2020-03-26 11:03:01.196 GMT [6572] ОПЕРАТОР:  all_groups
2020-03-26 11:05:47.806 GMT [6572] ОШИБКА:  столбец "igv.answer_id" должен фигурировать в предложении GROUP BY или использоваться в агрегатной функции (символ 13)
2020-03-26 11:05:47.806 GMT [6572] ОПЕРАТОР:  SELECT 
	    *
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date
		
2020-03-26 11:09:24.109 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 643)
2020-03-26 11:09:24.109 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id,
		u.login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		 
2020-03-26 11:09:24.894 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 643)
2020-03-26 11:09:24.894 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id,
		u.login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		 
2020-03-26 11:09:56.332 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 678)
2020-03-26 11:09:56.332 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.
		 
2020-03-26 11:09:56.923 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 678)
2020-03-26 11:09:56.923 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.
		 
2020-03-26 11:09:57.643 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 678)
2020-03-26 11:09:57.643 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.
		 
2020-03-26 11:09:58.067 GMT [6572] ОШИБКА:  ошибка синтаксиса в конце (символ 678)
2020-03-26 11:09:58.067 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.
		 
2020-03-26 11:10:22.844 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: ")") (символ 207)
2020-03-26 11:10:22.844 GMT [6572] ОПЕРАТОР:  SELECT  n.nspname schema_name,
	    c.relname object_name
	FROM pg_catalog.pg_class c
	    LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
	    WHERE c.relkind = ANY(array['r']) and n.nspname IN ()
	    ORDER BY 1,2
	
2020-03-26 11:10:22.845 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: ")") (символ 212)
2020-03-26 11:10:22.845 GMT [6572] ОПЕРАТОР:  SELECT  n.nspname schema_name,
	    c.relname object_name
	FROM pg_catalog.pg_class c
	    LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
	    WHERE c.relkind = ANY(array['v', 'm']) and n.nspname IN ()
	    ORDER BY 1,2
	
2020-03-26 11:12:12.434 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 1)
2020-03-26 11:12:12.434 GMT [6572] ОПЕРАТОР:  LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id
2020-03-26 11:12:20.107 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "on") (символ 172)
2020-03-26 11:12:20.107 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id
		 
2020-03-26 11:12:20.735 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "on") (символ 172)
2020-03-26 11:12:20.735 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id
		 
2020-03-26 11:12:30.712 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "all_groups") (символ 468)
2020-03-26 11:12:30.712 GMT [6572] ОПЕРАТОР:  (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
2020-03-26 11:17:22.855 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 1)
2020-03-26 11:17:22.855 GMT [6572] ОПЕРАТОР:  LEFT 
2020-03-26 11:17:24.577 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 1)
2020-03-26 11:17:24.577 GMT [6572] ОПЕРАТОР:  LEFT 
2020-03-26 11:17:25.093 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 1)
2020-03-26 11:17:25.093 GMT [6572] ОПЕРАТОР:  LEFT 
2020-03-26 11:17:47.763 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 565)
2020-03-26 11:17:47.763 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
	
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:17:49.146 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 565)
2020-03-26 11:17:49.146 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
	
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:17:49.563 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 565)
2020-03-26 11:17:49.563 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
	
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
